source,target,label
1016904,1386512,0
1503969,676393,1
1003113,408932,0
210003,633734,1
1642607,360818,0
253277,281753,0
1516355,527683,0
1241208,1374330,0
409586,542661,0
109854,930227,0
1059323,94358,1
1176775,1279604,1
70330,1011022,1
1519192,357355,1
1245375,235295,0
1091807,1344869,1
1618245,98746,1
141393,362156,0
976050,1666268,1
847801,851319,0
1293017,897407,0
454135,814961,0
107265,628956,1
164744,804793,0
1091305,557970,0
218678,784972,1
1332837,784760,0
444434,1312388,1
1410903,1165225,1
1297467,893481,0
1394801,483877,0
1206013,1496033,0
1041031,1040531,1
815781,927512,1
42170,1438187,1
1059323,916184,0
188085,56232,0
1572935,52623,0
994528,261561,1
1111284,1663231,0
806386,51711,1
1562116,438916,0
1166626,400010,1
1372583,856845,0
1060889,1310346,0
528592,650569,1
890874,859817,1
1014873,1017249,0
492814,879367,0
819310,950291,0
1179690,210003,1
1359310,1445407,0
492814,595512,0
727538,223708,1
548480,498495,1
138491,4710,0
1152792,1227585,0
1681562,674691,0
580082,216533,1
1403183,674691,0
1133319,368099,1
730050,903209,0
712959,878954,0
1423484,1677321,0
1069213,1632302,1
566838,1523928,1
52397,903912,1
1490171,552755,1
1157792,1183494,0
82225,111524,1
1304785,482062,0
284194,15745,1
454681,168043,1
1511322,666281,1
1117589,527470,0
814961,761338,1
768820,408727,1
1040531,1598327,1
1154042,112152,1
1663940,471294,0
1629815,544621,0
379494,523401,1
1197237,1274173,0
645236,1332879,1
650569,775967,0
944801,503536,1
1006152,664519,0
800658,773058,1
1333428,179662,0
1245364,27069,0
587803,99557,0
279512,810357,0
1532616,83432,1
1555386,880903,0
308462,93707,0
1107607,520396,1
1380057,1502116,1
397442,742913,0
900171,932924,0
1134303,1035836,1
4710,1424649,1
994971,547159,1
728367,1332879,1
1426708,761338,0
1091812,1136198,0
918062,710507,1
1178132,584129,1
1625862,506203,0
1013454,1049519,0
550562,325726,1
566026,1269931,1
1603848,772258,0
118918,1390814,1
1673952,227116,0
386161,829147,1
1670156,363100,1
1012825,424110,0
668076,1134303,1
237664,217349,1
11293,937150,1
1532616,25442,0
660660,362217,1
47566,525964,1
1071024,850423,0
1115327,164259,1
94358,275423,1
1352238,868863,0
1331041,1533767,1
1248886,716809,0
520672,730051,0
1136011,216279,0
721059,509999,1
1576924,779797,0
1405698,737576,1
506387,1554229,1
363264,56024,1
1647500,732293,0
1578433,667642,0
141668,847801,1
54468,1425175,1
212125,1016484,1
1628297,1100746,1
255769,911034,0
1691789,486243,1
1156443,305868,0
299362,535973,0
234319,866360,0
826956,1371519,1
79860,143086,1
1539216,1313503,1
1636585,1413504,1
52623,725991,1
1182245,552904,1
612812,847692,0
308592,517593,1
1021492,777162,0
372523,630878,1
145223,518283,0
1635754,1060889,1
1636595,896831,0
1371176,733537,0
1602744,336941,0
779662,883070,1
645236,1192069,1
1378398,293806,0
515223,99843,0
1227585,1064276,1
1689969,241386,0
1171598,235179,0
1461291,301349,1
1272802,1650280,0
1306630,1465803,0
1362562,254959,1
290206,47049,0
163793,807888,0
425975,464998,0
480292,114381,1
218566,391884,0
239175,956626,1
548480,630878,1
451397,415605,1
1358041,572563,0
472266,1358281,1
1043597,799826,0
481414,992799,1
1160736,401451,1
321405,760054,0
890390,251447,1
581683,782119,0
1117507,1126572,0
1112862,1203890,1
31099,43625,0
13844,259931,0
432287,947485,1
904211,337675,1
1329290,1533863,1
641333,655972,1
1236894,458817,0
866360,281753,1
205995,752847,0
493243,1087952,1
1520642,850187,0
1695143,563731,1
614484,890302,0
512112,799381,0
178590,537399,0
1240995,622872,1
1285461,99478,0
1223214,847092,0
232607,438156,0
1396214,667642,1
1091264,316571,0
723262,1171598,1
75289,8679,1
1176166,190576,0
1149941,82225,0
1115327,271697,1
1128223,1236903,0
369969,656557,0
1313424,186105,0
1002538,187488,0
420133,98746,1
748051,840721,0
1225493,98885,0
77993,961104,0
1631779,924274,1
1487988,151980,0
1336239,1535660,0
1695836,682562,0
883200,1584812,1
1050187,1299426,1
379494,720173,1
363706,1159241,1
1250345,1652753,0
1269858,973435,0
1646625,305868,0
221169,432063,0
114381,431237,1
552523,1509664,1
702695,1394801,1
1390818,882038,0
516898,342735,1
1630843,1153276,1
1166626,948537,1
1603212,807866,1
1557439,1692905,1
141668,230677,0
743167,1006152,1
42170,536907,0
1083659,1574430,0
1502513,900949,1
1255983,793218,0
1117507,524514,0
1673978,70786,0
1228465,502819,0
1466556,788454,1
1083659,1691805,0
550322,47049,1
190611,1202449,1
638855,927955,0
1091337,141744,1
1165179,460853,0
259931,1664320,1
921079,874509,1
610610,1564350,1
834224,1350893,1
1229300,287654,0
828188,998668,0
1496206,592960,1
1473502,1636595,0
1661531,1418160,1
1315949,575664,0
33262,1531103,1
1410645,1706503,0
1537881,39987,1
1188609,1352946,1
944801,52397,1
572221,127812,1
1256256,377959,0
1477768,1344336,1
1061643,941485,0
444434,791406,1
1333883,1665105,1
1368972,822295,1
260,659406,1
879708,745061,1
847871,252381,1
1345644,1357830,0
1213961,657742,1
850531,1488916,1
602965,99478,0
188543,569373,0
1299664,899643,0
575509,463482,1
1008929,1344869,0
451397,1262943,1
398624,114381,1
1237251,1269397,0
1112862,1557410,1
256009,1252350,1
1143908,1491196,1
585511,1392045,1
992143,1165173,1
98140,1694477,1
1072955,520458,0
1257333,157648,1
151913,210125,0
947232,501544,1
107907,1169334,1
1331041,1559619,1
1115327,561737,1
1484643,226628,0
1266006,1337652,0
1157195,462074,0
1139958,239976,0
1145785,1419662,0
274693,898826,1
1422191,446686,0
1368108,384434,0
1369265,400827,1
552523,1700221,1
1214477,904209,0
264343,412129,0
1297467,732383,0
1661296,432582,0
164259,1622199,1
1422501,754207,1
388129,400767,0
1397479,1344869,1
1116452,232607,0
617284,863794,0
151882,1616033,0
1196179,1537357,0
1341144,392041,0
99671,922970,1
535474,205876,1
1296516,1498963,0
1091129,535474,0
877829,1602744,1
120268,505357,1
1158029,788419,1
1012183,99671,0
1074016,1582005,0
92373,94358,0
564586,954934,0
488815,665181,0
1681530,1285266,1
1677321,1354679,1
1511322,621286,1
1064428,1282616,0
1414388,1672743,0
126430,50346,0
1415763,822419,0
1126880,941552,0
732293,94412,0
1433305,647073,0
1498963,896968,0
1592515,571222,1
1331041,1454985,1
814961,1156443,1
216533,532232,0
83653,868937,0
1667211,821966,0
1009888,550025,1
243233,1297467,1
1182245,1026920,1
832901,1445407,1
1694633,405447,0
23821,532535,1
1094442,1159646,0
1117507,1136112,0
1339232,923017,0
451397,50512,1
178590,376612,0
467508,474093,1
724484,845047,0
47566,1581593,1
1202449,841116,1
1052849,1272802,0
550322,527470,1
1099477,994536,0
1449274,614484,1
515223,875462,0
212125,1118631,1
397395,1463424,1
451397,550118,1
49633,923756,1
1150231,1229300,0
1329719,534771,1
1245833,1396093,0
1535577,1627346,1
1037528,1214927,0
354650,301349,1
40605,1584761,1
592314,1239252,1
1084581,633170,0
1246853,1670156,1
1459688,827369,0
1103935,50346,0
428920,831965,0
1333328,986596,1
330621,843224,1
534771,126430,1
463108,329391,1
813975,422066,1
360434,675843,0
239175,1269896,1
1235908,1031381,1
44363,458139,0
379494,99671,1
1372817,1673110,0
1374092,276629,1
430341,254434,1
1313424,656731,0
354383,848000,0
1214036,1620058,0
1669526,1195815,1
834793,868401,0
193856,1455230,1
1197237,1690809,0
463453,302677,1
1266931,1429431,0
403773,989319,0
702007,1139958,1
330664,405447,1
1064410,759060,0
1578178,239693,1
465906,946519,0
250903,890390,1
1272802,776661,0
106066,40142,0
1181406,245552,1
592122,1504362,1
605212,286027,1
617284,839221,0
1145785,508895,1
1580523,1695010,1
1004985,1122496,0
1333180,662340,0
374156,1245182,1
710239,769354,0
1060834,1360426,0
1333883,254398,0
142779,23814,0
329391,930089,0
648759,991973,0
452121,1248886,1
586057,1235934,1
1329290,1565434,0
116755,362156,0
279121,556839,0
534983,1070841,1
1429126,977532,0
212125,1256284,1
1091316,141210,0
1193060,887865,0
166745,1657793,1
1140016,1351627,0
1444239,298578,1
1642586,391138,0
168043,635535,1
325726,1678791,1
1343260,209922,0
1228823,844085,0
386008,240116,1
1274371,1211285,1
1311887,1569896,0
493243,1275173,1
1670383,1559619,1
309242,785100,0
518140,549807,0
1227585,1532759,1
786148,308462,1
1374330,741454,0
1119657,518812,1
1041031,1598327,1
1647500,1578178,1
100258,1632512,1
1176775,1507606,1
1555106,1422262,1
1694222,980441,0
1535577,392092,1
276984,444507,0
1667706,780981,0
1168699,237664,0
174784,383479,0
1028903,679424,0
1088367,552523,1
697588,932144,0
784378,710507,1
1666268,407283,1
480602,523401,0
1571739,897283,1
1558689,873904,1
369969,876211,0
1077010,1140475,0
250903,916297,0
1336324,1673952,1
1256297,959219,0
47309,970874,0
1036425,250899,0
1238354,151913,1
1188609,92900,1
535819,1623538,1
1165225,1668819,0
1447843,651107,0
118918,1017997,1
1089867,1566300,0
451397,1661531,1
444872,691107,0
1248858,1657966,0
318051,1296516,1
1181466,1395146,0
1419662,12265,1
1584812,826956,1
163862,1165357,1
618163,368616,1
585058,542931,1
1419406,1387862,1
1115510,291661,0
1706503,583825,1
1545595,349354,0
1285001,1454985,0
1543174,718743,1
592314,1313503,1
1490171,1055931,1
436249,987641,0
1603811,1636668,0
1684222,1506474,1
607404,1316566,1
1055931,178590,0
723262,131848,1
1654405,432287,1
114381,1245182,0
105103,580082,1
1213961,610610,0
1445407,785257,1
1504791,1184089,1
444507,1654606,1
280473,1326780,1
487680,844212,1
1150298,847801,0
813975,655972,1
1172405,1476144,0
862840,290767,1
1088855,503339,0
1040531,450866,0
297867,1504791,1
1037221,353356,0
1636585,518140,1
210003,948091,1
419761,572258,1
502963,536366,0
1617018,552755,1
321967,814961,1
321967,1687368,1
1176775,980862,1
1582005,822295,0
873904,1651345,1
746239,1415984,1
617990,811524,0
107510,21597,1
531843,345302,1
1039422,1537056,0
1636585,1649623,0
1253076,430131,0
955901,73087,1
398624,1504678,1
1091129,1654359,0
1661717,746310,1
1273652,374156,0
1191380,656619,0
1501488,169951,0
1126572,203094,0
630878,1144478,1
1331041,1193060,1
398624,1081480,1
498495,98179,1
607800,80910,0
75577,365030,1
119305,791533,1
292924,97576,0
1631492,245730,1
1364891,474309,0
1566300,1336583,1
408601,770575,1
1350893,1012676,1
744495,1541300,1
452121,903912,0
1049519,1269397,0
801173,903912,1
148027,349349,0
109854,491379,0
1043499,805053,0
67435,760595,1
971141,1091129,1
189597,880472,0
1682608,917886,0
1060834,310611,0
1143908,1680144,0
1184178,1536746,1
648457,589559,1
1059022,68036,0
122341,1100542,1
1603811,728010,0
1086720,346483,0
1349555,896735,0
1693679,1371519,1
1659183,556755,0
1466407,338955,0
255824,28111,0
283147,524854,0
1336703,339765,0
1696376,594445,0
129817,569330,1
244662,1213003,1
1662359,696990,0
862987,1062200,1
188543,592314,0
170406,770597,0
1167523,782119,1
1572336,744907,0
388269,598179,0
1064428,618584,0
331912,574091,1
534318,784378,0
195306,473613,0
1658778,49806,0
1557439,475667,1
854789,928042,1
1037528,1604501,0
387783,444872,0
1050187,1293610,0
535973,1693679,1
1199968,196123,0
1070279,179662,0
904209,462074,1
252291,1193060,1
1419406,1285369,1
1179756,1700369,0
1115327,397442,1
883200,801173,1
718743,362217,1
411415,1619769,1
548480,444659,1
1176775,598179,0
462074,848400,0
1064276,869109,0
1445407,961104,1
122341,1584687,0
1522221,308462,1
1632492,58116,0
125716,1351089,0
24004,444697,0
127424,1547551,1
567491,1392478,1
1228675,629622,1
52397,378590,1
329391,650987,0
448583,680819,0
853337,1679648,1
1165225,13327,0
98793,360876,1
946519,1321801,1
1488488,1266931,1
61668,1632512,1
168043,1665430,1
1672087,774249,0
1543257,631702,1
293522,897283,0
118061,531855,0
1129271,56689,1
240116,448088,0
1400829,786148,0
1362795,820737,0
1672087,839599,0
779662,833930,0
1180133,1116378,1
573361,930657,1
415605,1282224,1
157732,190952,0
1153844,306068,1
212125,744855,1
1008929,1094416,0
1025111,1096176,0
1659183,179290,0
1532573,23814,0
1062283,40948,1
1671556,865858,0
1271934,1564417,0
1510053,765713,0
1183494,1246853,1
592537,717380,0
1617018,1678071,1
896735,1114125,1
1156443,367509,0
777046,1272947,1
258327,897407,0
1490171,700981,1
380597,1593631,1
269233,876211,0
13815,62478,0
1697124,993818,1
1188609,788966,0
1088800,1616693,1
639182,1140844,1
297867,302883,0
632281,1158468,1
1425175,240116,0
1106032,304398,1
1206159,1629966,0
991210,389639,1
548480,103675,1
110555,1674686,0
1352946,546855,0
1025967,1155212,0
506387,578542,0
1628970,188062,1
1595566,73087,1
991490,1147885,1
368935,1118659,1
61997,65266,1
645225,745478,0
950921,897568,1
1396558,518283,0
984103,251447,1
1201224,1254654,1
861766,922970,1
1704754,410871,1
1522296,299175,1
498115,1125835,1
1133969,897568,0
1159377,82225,1
729775,839419,1
721854,996152,0
1212145,488815,1
1513944,462154,0
813975,554656,1
532535,453867,1
352763,548495,0
1062788,1073123,0
1151693,8591,0
1188609,768820,1
1156443,129685,0
216279,321967,0
633734,1056891,1
146959,232505,1
1004985,1138674,0
424047,869109,0
301966,408698,0
876107,308080,1
1147040,335781,0
1181787,244662,1
566838,959343,1
700553,779963,0
1196712,1375307,1
24518,618163,0
359699,567333,0
831379,1444110,1
1265299,1642586,0
261054,996287,0
240116,739784,0
1652753,750221,0
728367,98746,1
444659,1521633,1
985058,1370353,1
212125,900027,1
330621,865921,1
1198468,420133,0
1339568,718792,0
1180133,1223701,1
386161,256375,1
1529685,488725,0
1374330,645225,1
276629,835311,0
1049661,140972,0
103771,1190288,1
111524,1183141,1
1091194,505498,0
1616033,807888,0
346206,958523,0
1088902,1171598,0
712959,1052849,1
103095,1156443,1
1034146,1390818,0
505275,1474170,1
1262350,1613443,0
1641227,1687181,0
890861,580082,1
710239,240890,1
1009061,166745,1
259931,99557,1
1115327,1308836,1
1569896,240541,0
634644,174078,1
1481807,23821,1
574091,710637,1
799381,1580994,1
760040,7794,0
648555,1426708,1
1650438,829322,1
502309,113860,1
1544207,581369,0
1536746,1008858,1
1101248,1053285,1
432400,672877,0
1516086,1415977,1
1567063,746570,1
1180730,306210,0
535991,828011,1
128796,803925,0
548480,1356873,1
388560,1368949,1
251447,1588665,1
1182245,747366,1
489153,268239,1
965253,514053,1
212125,883144,1
275095,863230,1
969925,1293706,1
534983,1313503,1
760421,956626,0
1116961,552329,0
68739,977532,0
1511322,536253,1
62478,174585,1
1636668,558218,0
234904,497591,0
472803,921800,0
1518721,365030,0
325726,469740,1
1329719,1309116,1
960426,992616,0
118918,750923,1
1125871,1373433,0
750648,890874,0
1627346,598179,0
1333883,1475119,1
1535383,70786,0
260837,782119,0
1426708,959343,0
1196712,1653767,0
382180,1263783,1
904209,512215,1
99354,141270,1
933346,898292,1
714904,760595,0
353330,575980,0
47309,896831,0
548674,843669,0
1264776,1351842,1
1176775,314307,1
311239,447699,1
1430384,707074,0
589559,649404,0
1242887,1406016,0
125243,878995,0
52619,970354,1
369969,645236,1
1279604,317836,1
552329,1129548,1
1276448,502309,1
179662,944197,0
1073456,1388085,1
1138674,1378721,0
1182245,727132,0
885422,1267952,1
1158382,411179,0
656012,1100542,1
112172,954582,0
379494,308978,1
879708,991490,1
1629057,537399,1
475667,835311,1
1063826,621286,0
1181404,1351693,0
1404249,577367,0
566838,261677,1
255769,1492231,1
58142,54088,1
157741,418791,0
316,950776,0
735677,663103,1
474093,511634,0
100258,433520,0
1186383,374096,1
103771,298188,1
270093,903059,1
352417,826956,1
163862,1129271,1
1383805,1461453,0
179089,417075,1
1240995,488815,1
566234,727538,0
1004985,565287,0
1633876,496390,0
40558,87357,0
1614790,431088,1
1114125,811989,0
848772,137746,1
61668,1684220,1
1217624,1352744,0
1650438,826956,1
516898,831904,1
1183609,566451,0
1159123,511317,0
387783,777046,0
1578433,853064,0
831904,953298,0
1146336,1386973,0
1274371,1362905,1
338955,501544,0
727203,179592,1
1378584,474093,1
1266944,1365137,0
709475,145223,1
1443750,756960,0
1677321,23517,1
1003113,467778,0
1404249,834982,0
933344,1334731,1
389766,856913,0
1641642,102589,1
564303,60393,0
110127,663103,0
1644221,447699,0
716809,1034609,1
830611,645008,1
1424518,422319,1
1278138,1371519,1
186545,565287,0
1345396,1671556,0
49633,542468,0
848733,972509,0
259149,802642,1
1302202,1231678,1
1349187,508781,1
1435844,321131,0
1180133,1694222,1
274002,552329,0
492888,533648,0
1419406,152108,1
861766,953596,0
744055,913146,0
1542188,558218,0
75804,57043,1
795268,463482,1
174078,508781,0
1507606,314307,1
389766,1133865,1
1045271,1112862,0
417075,364228,1
727203,1708337,1
1448009,709475,0
98746,1332879,1
1536746,458817,1
563073,862840,0
492115,768820,0
648221,892847,0
224808,779662,0
1572421,1682766,1
1463206,461100,1
480831,844212,0
444434,431088,1
392092,874713,0
1356166,275140,0
1616775,1213108,1
1269896,191910,1
1522296,1649623,1
1480528,899643,0
1700369,1683562,1
1466556,1245773,1
1115327,354962,1
1421824,385563,1
200338,975281,1
801173,148887,1
408698,873784,0
212125,1310186,1
178734,596528,1
1227585,59163,1
1077669,1334439,0
475747,527873,0
105000,1531209,0
866151,51473,1
1435844,261054,1
1116378,1629815,0
1073520,843669,0
1561997,472803,0
1194159,474473,0
27746,9537,0
146152,594606,0
518099,566717,0
1661717,950921,1
429272,643109,1
1025111,1510188,0
1497900,354249,1
630878,608873,1
212125,1269896,1
437629,149453,1
498516,812075,0
1257825,465127,0
499433,1372997,1
1522221,1190288,1
1532889,196244,0
380279,725991,0
1535383,904211,0
585511,85974,1
1592515,1629057,1
105103,336941,1
646711,1355593,1
100361,1168610,0
6853,836444,0
1522037,833148,0
1266960,231120,0
546443,577325,0
1216169,1581397,0
270774,1584687,1
75804,679579,1
1282616,1536728,0
145820,216279,0
103771,1043499,1
8591,102222,1
1248197,541625,0
261054,393173,1
1122875,93471,1
47566,501544,1
117310,726890,0
592122,1180730,1
1122053,1400524,0
536366,1310186,1
61802,1254966,1
417546,1331041,1
1329794,1691805,1
883623,1466407,1
1181406,1225932,1
110081,668714,0
716809,849910,1
521180,572833,0
1556388,1173407,1
1072955,552904,0
1545595,1552605,0
991490,1140475,1
710239,308019,1
1555106,348461,1
299362,62054,0
718743,558940,1
44233,685564,0
1227201,659406,0
1400041,62731,1
831322,745478,1
1050564,1292528,0
1291771,947232,0
1250870,68473,0
1604952,850187,0
1583529,909157,1
1171850,450866,1
103771,1616560,1
1346219,153662,0
1258302,246464,0
460853,827889,1
1333894,168814,0
548480,575980,1
375671,902173,1
285685,650568,1
1534319,188085,0
264641,1514849,1
1661720,890874,0
1399763,43709,0
1048570,557970,0
1212145,68383,1
1710638,718315,1
539456,785257,0
710261,98140,1
1245364,299560,0
966986,639182,1
1446831,992616,1
854789,1278138,1
1257333,821467,1
1304434,1458516,0
1020652,1683203,0
908810,917886,1
1646461,189746,0
1522221,590926,1
1537344,839722,0
1476144,697618,1
1154042,1233315,1
1175335,275803,0
405514,625384,0
1122875,239175,1
51375,1136198,1
1200243,1006298,1
102542,65266,0
520709,827659,0
1697463,383091,0
309490,505498,0
696882,715458,0
1603624,480292,0
343780,1681530,1
798671,890874,0
1008929,862572,0
800658,887865,1
756962,429272,1
1557410,458104,0
127424,576172,0
1192532,1302262,1
444434,308462,1
25895,277423,1
1218808,1252358,0
779662,629622,1
153726,1629472,0
1661296,663103,0
1665028,617990,1
1165225,1679924,0
115483,1501488,0
460172,621658,1
1657966,227055,1
1307702,160037,1
862572,821475,1
214462,245291,0
1470730,148887,0
1059323,1634505,1
371176,1578709,1
1694222,105681,1
1223021,1331041,1
718743,782428,1
1616560,1257333,1
1057910,959703,0
1481218,767371,0
1205456,1623385,0
383603,1451035,1
482934,664132,0
1640941,941485,0
1483744,668031,0
1302587,651107,0
1484444,535782,1
1652917,1093842,1
114381,1603212,1
1536205,166745,1
634644,1214483,1
430071,1072514,1
1178137,432063,0
1334439,916133,1
1533863,791406,0
1512588,520487,0
1164923,276296,0
1038255,1262943,0
1285369,99671,1
1182245,1429126,1
908810,861685,1
1369352,1476282,0
1536205,388560,0
1342043,1536205,0
1256256,730871,1
1021728,1708337,0
102222,1245773,0
1379519,1654356,0
584666,82225,0
463108,1209106,1
203424,40142,1
542468,1667211,1
1017249,129685,1
485247,1368972,1
1103935,374156,1
377959,661362,0
890861,1208583,1
500635,941485,0
70446,956356,0
733570,874449,0
1221327,848694,0
1264176,1529270,1
1194684,533943,0
1425175,1677934,0
374156,614484,0
581453,656324,0
150351,715270,0
174585,473613,0
1329290,205677,0
1556388,389161,1
447699,304248,1
527592,582895,0
243233,837040,0
12408,744855,0
419761,310154,1
154817,95684,1
1027785,1326076,0
1650436,592960,0
310144,712780,1
947232,937150,1
486517,542468,0
1072955,1202895,0
1513521,475623,0
1691805,785100,0
1055931,1487933,0
1228675,828011,1
1678071,710239,0
648221,915752,1
1009848,127812,0
344592,560609,0
1199968,700769,0
721059,977883,1
1483348,189695,0
230555,432063,0
19209,963030,0
1666004,1057778,1
379494,1415984,1
1035836,593220,1
1096316,13844,0
164331,1362795,1
723262,1264776,1
1622708,565174,0
1017997,1305932,0
1508480,219016,1
1425266,752120,0
210003,464009,1
183673,930227,0
1523747,569942,0
1668620,1386397,1
1460934,24667,0
953423,148223,1
372523,972022,1
837651,1178362,1
419761,437629,0
1557439,563940,1
1507606,559552,1
593145,922970,1
1139958,141270,0
487680,932144,0
41417,482319,0
581396,614497,0
717704,729021,0
1043702,680210,0
1004985,1680984,0
709475,508847,1
355873,1138942,1
103675,698200,1
14049,1422598,0
68383,95031,0
772258,1378806,1
819916,998490,1
180549,680210,1
224808,750923,0
550322,1152792,1
31361,450866,1
392846,417546,0
469459,848733,0
1506474,314074,1
1122574,228095,1
159277,315078,0
1613443,264227,0
1206102,1421289,0
1583530,49705,0
1511322,486738,1
1053107,170084,1
1586442,22052,0
1669644,1368846,1
1235801,1574259,1
1362795,1528719,0
1242887,668054,0
1423464,140972,1
52397,363100,1
264641,685564,0
212125,1267976,1
648221,847801,0
730050,80938,0
1428287,948153,0
1379519,1019988,1
1232402,808881,0
862420,528714,1
1574430,737382,0
339387,598179,0
146876,19793,0
1592515,190611,1
159277,735424,0
1285516,1671105,0
772987,862108,0
38456,532232,0
539472,850431,0
1680149,310144,0
422066,655972,1
1205350,777046,0
1166626,947255,1
1367253,164331,1
1211994,977165,0
503095,896118,1
1445313,1247046,1
442964,705227,1
1663980,1297252,1
128134,92756,0
1557439,171096,1
796775,1181404,1
813975,641343,1
1278613,1404549,0
257526,676103,1
106066,430420,1
482090,1612623,1
379494,1534319,1
414586,47907,0
1624604,944050,0
1138674,1042407,1
1491040,1692109,1
1250870,1663306,1
137746,605325,0
103771,564586,1
1117361,724585,1
482319,388726,1
164331,803414,0
174078,1053107,1
1017249,344297,1
1404413,227808,0
669832,1087952,1
1215388,135239,1
1021419,459446,0
486738,844085,0
190172,766102,0
414586,1574918,1
1425294,518343,1
1155988,648221,0
1356398,208747,0
1115327,392954,1
1092959,1296516,0
754499,898826,1
1174814,30286,0
1400829,67385,0
1688835,1338188,1
1411487,44687,0
1650438,52397,1
444434,321967,1
1453103,26894,0
1652753,622515,1
1596509,416553,0
861766,1487933,1
1302518,1563384,0
591019,584129,1
99671,617512,1
1504791,802642,1
1183403,916184,0
405514,784560,1
499433,1058828,1
521148,1698634,1
1218808,847801,0
830611,978163,0
1604701,879700,0
608873,796360,0
592122,999603,1
1094416,651926,0
1070672,1362113,1
1172405,552329,0
805098,554186,1
1354855,520487,0
118918,434002,1
1100665,987354,0
316571,658934,0
714601,1616862,1
1248197,1304434,0
1059022,1402747,0
75804,752120,1
577279,1310186,1
59975,279121,1
1509498,1616560,0
944801,1388085,1
922970,308978,1
190611,1656721,1
1522296,1654336,1
1389088,780981,0
1623538,582321,0
166745,450866,1
709475,519357,1
921161,633973,1
610610,478641,1
125716,1653896,0
1678071,517513,0
1245068,1340681,0
877829,1585835,1
1517860,339907,1
520487,326741,1
1333715,798601,0
900949,898292,1
1016830,1693530,1
1688345,229036,0
1187040,1599682,1
82225,1665430,1
120268,996287,1
1168610,117228,1
1572336,921800,0
1395378,799826,0
1199968,460335,1
1630741,20117,0
258227,567331,0
272804,85974,0
1668620,71706,1
490550,782017,0
1694477,730051,0
1476273,39625,0
548480,356563,1
1502464,1009061,1
1351627,948091,1
801173,363100,1
114381,203424,1
1644915,1254966,1
1145785,362217,0
1094005,1696571,0
1269248,1003214,1
1131892,1217624,0
533507,224808,1
354650,728477,0
66641,989319,0
344592,694147,0
1077669,991043,1
1041031,1554913,0
625384,75289,0
535991,1278138,1
23223,908515,0
1006152,767939,0
397395,742791,1
1068632,1009888,1
98280,1254454,1
1389088,1606928,0
149453,836444,0
1270087,649959,0
903059,1091129,1
1357447,980862,0
1269896,1307329,1
107818,1473051,1
1184339,1445313,0
1329794,465085,1
475667,1437367,1
1351693,1008858,1
168088,1072949,1
1112183,1668702,0
1476273,890302,0
922931,1282616,1
1679648,232115,0
972284,983247,0
741685,898,0
227808,977532,0
258512,1273698,1
1242887,558474,1
1393671,807442,0
1358555,168085,0
387634,561737,1
1228675,1073456,1
190576,927512,0
1322701,856845,0
303363,257110,1
320768,868401,0
1582005,1513521,1
30315,702695,0
329476,677150,1
566838,452532,1
1694477,365027,0
800387,1464940,1
1420695,874449,0
863598,917886,0
1299177,622872,0
1012183,848000,0
621658,1099477,1
723262,539920,1
1616693,168814,1
58142,646534,0
1432872,403486,0
778142,83190,0
1180730,1579045,0
665451,1617018,1
1513944,339168,0
330621,1136252,1
114467,410406,1
375671,86619,0
180931,397652,1
739317,348732,1
1043457,1652753,0
1075246,527470,0
101604,203094,0
1073520,1168057,0
407283,897283,0
863951,1074016,1
12265,369332,0
156581,334053,1
131717,956356,0
92417,355494,1
1290451,555272,1
1535577,255769,1
1429126,898292,1
417075,723858,0
1319455,853458,0
1535577,60393,1
344999,353356,0
1469279,185779,0
251447,157648,1
928042,1396217,1
968355,1211994,1
1075246,373580,0
1353081,852287,0
393574,752847,0
145469,218602,0
1406799,8679,0
1426676,1614527,0
1333883,105103,1
1093842,1471982,0
1021492,1237044,0
264587,520709,0
1060078,304410,0
474997,854789,0
218566,794181,0
463108,1456747,1
210003,1603848,1
1544562,956814,0
1245433,724264,0
1264776,1496206,1
12265,982523,1
1106644,510435,0
529496,799381,0
1683207,244383,0
1060779,606641,0
614577,1586442,1
1566300,500855,0
630878,647508,1
1487933,1622199,1
1073456,830252,0
1692727,437548,0
540569,761735,0
1521024,868401,0
1548661,96421,0
1396327,1049413,1
577325,1578178,1
1573624,779830,0
150739,989120,0
116076,717380,0
1252350,1581397,0
1296752,519255,0
1418160,767371,0
1228675,554379,1
379494,1470304,1
1332081,256375,0
306629,157911,1
249686,560609,1
1166626,1622296,1
879708,1049661,1
879708,1115497,1
1190628,1397440,0
219004,562326,0
1274371,549807,1
148887,864027,0
677026,1005991,1
621867,994528,0
1200243,271697,1
1362795,860491,0
1696376,572563,0
1692727,478641,0
283377,1134335,1
734717,984430,0
1448009,24518,1
752847,250903,1
1458721,868401,1
723103,672024,1
302650,1368331,1
759967,1285369,1
1552363,1573753,0
522435,571222,0
1379224,1512375,1
554007,261561,1
1670156,636504,1
119305,513566,1
430071,828948,1
535819,792463,1
1299779,558940,1
73324,1279604,1
44344,803414,0
1086720,368616,1
1695836,1677923,1
212125,827369,1
1428287,519303,0
148887,1396217,1
1430915,1144988,1
1204173,1677934,0
935190,303363,1
1259691,548495,0
232575,98140,0
1566585,793813,0
1156241,1221915,0
366921,97576,0
814961,1678071,1
1510993,227212,0
799061,923756,0
1166509,1465020,0
268530,73324,0
98793,1193145,1
700981,742791,0
1448009,812738,0
618753,1124583,1
